OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,CustomerAge,PaymentMethod,Rating,Revenue,Month
ORD2973,2025-02-16,North,Clothing,Gizmo Z,4.0,71.0,34.0,Upi,4.7,284.0,2025-02
ORD2744,2024-02-11,North,Home & Kitchen,Accessory M,7.0,197.81,25.0,Upi,3.6,1384.67,2024-02
ORD1185,2024-05-30,West,Toys,Gadget X,11.0,218.64,27.0,Upi,3.4,2405.04,2024-05
ORD1687,2024-02-03,Central,Clothing,Widget A,7.0,188.4,42.0,Net Banking,3.6,1318.8,2024-02
ORD1955,2024-12-29,North,Toys,Gadget X,7.0,106.49,63.0,Credit Card,3.0,745.43,2024-12
ORD2945,2024-05-28,East,Home & Kitchen,Widget A,5.0,122.89,64.0,Net Banking,3.0,614.45,2024-05
ORD2461,2024-09-13,South,Sports,Gizmo Z,1.0,295.95,67.0,Upi,4.7,295.95,2024-09
ORD1705,2024-08-30,West,Sports,Gizmo Z,12.0,124.42,29.0,Debit Card,1.6,1493.04,2024-08
ORD2739,2024-04-10,East,Electronics,Accessory M,10.0,141.5,69.0,Net Banking,4.9,1415.0,2024-04
ORD1351,2024-06-28,West,Clothing,Accessory M,11.0,265.54,51.0,Debit Card,3.0,2920.94,2024-06
ORD1308,2024-12-15,East,Books,Gadget X,3.0,302.72,39.0,Upi,1.5,908.16,2024-12
ORD2829,2025-02-08,East,Electronics,Widget A,13.0,168.42,46.0,Debit Card,3.7,2189.46,2025-02
ORD1832,2025-01-12,East,Sports,Item N,5.0,58.37,40.0,Net Banking,1.9,291.85,2025-01
ORD1684,2024-08-15,North,Clothing,Gizmo Z,7.0,236.32,41.0,Upi,3.1,1654.24,2024-08
ORD1237,2024-08-13,South,Clothing,Widget A,10.0,252.2,32.0,Credit Card,3.2,2522.0,2024-08
ORD1879,2024-12-25,South,Toys,Gadget Y,6.0,234.21,31.0,Debit Card,2.8,1405.26,2024-12
ORD1978,2024-02-11,West,Electronics,Item N,2.0,376.34,31.0,Cash,3.1,752.68,2024-02
ORD2165,2024-11-24,Central,Electronics,Widget A,7.0,226.33,42.0,Credit Card,5.0,1584.31,2024-11
ORD2465,2024-11-08,East,Books,Device Q,3.0,123.28,36.0,Net Banking,4.5,369.84,2024-11
ORD2559,2024-05-22,West,Sports,Widget B,12.0,196.87,39.0,Credit Card,2.6,2362.44,2024-05
ORD1681,2024-04-18,Central,Books,Gadget Y,9.0,142.58,31.0,Cash,2.9,1283.22,2024-04
ORD1912,2024-12-14,East,Clothing,Gadget Y,11.0,239.43,26.0,Debit Card,1.9,2633.73,2024-12
ORD1824,2024-05-20,West,Books,Item N,7.0,229.67,32.0,Cash,1.5,1607.69,2024-05
ORD1200,2024-07-26,South,Toys,Widget B,8.0,424.6474999999999,43.0,Cash,3.0,3397.18,2024-07
ORD2756,2024-05-09,North,Electronics,Gadget Y,2.0,210.22,35.0,Upi,2.4,420.44,2024-05
ORD2499,2024-02-08,West,Books,Device Q,1.0,163.98,54.0,Cash,2.2,163.98,2024-02
ORD1140,2025-04-16,South,Sports,Widget A,2.0,245.81,23.0,Upi,4.1,491.62,2025-04
ORD1596,2024-05-12,West,Toys,Widget B,1.0,289.53,42.0,Debit Card,4.1,289.53,2024-05
ORD1037,2024-06-15,East,Home & Kitchen,Item N,8.0,314.91,68.0,Upi,3.5,2519.28,2024-06
ORD2133,2024-11-14,South,Home & Kitchen,Widget A,8.0,232.95,57.0,Net Banking,3.7,1863.6,2024-11
ORD2210,2024-07-09,Central,Sports,Device Q,13.0,90.61,20.0,Debit Card,3.1,1177.93,2024-07
ORD2490,2025-05-04,Central,Toys,Widget A,13.0,108.7,46.0,Net Banking,3.9,1413.1,2025-05
ORD1397,2024-08-04,North,Electronics,Widget A,14.0,189.95,64.0,Upi,3.1,2659.3,2024-08
ORD1820,2024-10-28,East,Clothing,Item N,14.0,177.07,30.0,Credit Card,2.3,2478.98,2024-10
ORD1058,2025-02-05,North,Toys,Accessory M,3.0,140.07,43.0,Debit Card,3.5,420.21,2025-02
ORD2787,2024-05-09,Central,Toys,Gizmo Z,9.0,176.175,39.0,Cash,4.9,1585.58,2024-05
ORD2523,2024-04-28,West,Clothing,Gadget X,14.0,84.44,29.0,Net Banking,1.9,1182.16,2024-04
ORD1895,2025-01-05,Central,Clothing,Item N,8.0,247.47,69.0,Credit Card,3.1,1979.76,2025-01
ORD1206,2025-02-23,East,Books,Widget B,10.0,218.85,18.0,Cash,2.9,2188.5,2025-02
ORD2985,2024-09-17,East,Toys,Widget B,11.0,184.07,36.0,Upi,3.9,2024.77,2024-09
ORD1430,2024-08-02,Central,Home & Kitchen,Gadget X,3.0,104.91,22.0,Cash,4.0,314.73,2024-08
ORD1300,2024-10-31,Central,Home & Kitchen,Device Q,3.0,121.74,60.0,Debit Card,3.7,365.22,2024-10
ORD1660,2025-05-22,South,Electronics,Item N,14.0,144.5,38.0,Net Banking,3.0,2023.0,2025-05
ORD2375,2025-04-03,East,Books,Item N,10.0,179.04,28.0,Credit Card,4.1,1790.4,2025-04
ORD2784,2025-01-24,West,Books,Gadget X,2.0,262.0,41.0,Credit Card,2.8,524.0,2025-01
ORD1412,2025-01-01,North,Sports,Widget B,8.0,130.7,52.0,Upi,1.8,1045.6,2025-01
ORD2113,2025-01-11,Central,Sports,Gadget X,12.0,96.7,69.0,Debit Card,4.3,1160.4,2025-01
ORD1007,2025-04-11,North,Toys,Device Q,12.0,61.02,56.0,Credit Card,4.4,732.24,2025-04
ORD1350,2024-04-09,East,Sports,Gadget X,12.0,424.6474999999999,28.0,Cash,3.2,5095.77,2024-04
ORD1721,2025-03-10,North,Books,Gadget X,10.0,141.25,46.0,Net Banking,2.4,1412.5,2025-03
ORD2010,2024-11-07,North,Sports,Accessory M,6.0,284.6,50.0,Upi,4.4,1707.6,2024-11
ORD2841,2024-06-12,South,Books,Gadget X,6.0,202.18,31.0,Credit Card,1.2,1213.08,2024-06
ORD1507,2024-11-25,East,Books,Widget B,3.0,179.89,53.0,Debit Card,3.8,539.67,2024-11
ORD1020,2024-07-10,West,Toys,Accessory M,14.0,219.95,67.0,Net Banking,4.4,3079.3,2024-07
ORD1506,2024-01-12,South,Toys,Gadget Y,12.0,138.96,44.0,Upi,1.5,1667.52,2024-01
ORD2880,2025-01-19,East,Toys,Item N,9.0,193.6,46.0,Net Banking,1.4,1742.4,2025-01
ORD2067,2025-06-02,West,Home & Kitchen,Widget B,8.0,246.75,24.0,Debit Card,3.8,1974.0,2025-06
ORD1586,2025-03-10,East,Clothing,Device Q,3.0,194.12,38.0,Cash,1.5,582.36,2025-03
ORD1833,2024-02-20,Central,Electronics,Device Q,11.0,250.98,60.0,Debit Card,3.2,2760.78,2024-02
ORD1500,2024-05-22,West,Books,Item N,6.0,238.68,69.0,Debit Card,3.0,1432.08,2024-05
ORD2539,2024-08-07,East,Books,Accessory M,11.0,242.25,19.0,Debit Card,2.6,2664.75,2024-08
ORD2153,2025-06-04,Central,Home & Kitchen,Device Q,13.0,150.04,68.0,Net Banking,1.7,1950.52,2025-06
ORD2813,2024-08-08,West,Electronics,Widget A,10.0,153.32,55.0,Credit Card,3.6,1533.2,2024-08
ORD2765,2024-04-19,East,Home & Kitchen,Gadget Y,12.0,228.8,20.0,Upi,3.7,2745.6,2024-04
ORD2817,2024-08-18,North,Books,Gadget X,3.0,99.5,60.0,Debit Card,4.8,298.5,2024-08
ORD2949,2024-08-25,Central,Clothing,Gadget X,6.0,164.32,32.0,Credit Card,3.4,985.92,2024-08
ORD1943,2025-06-06,East,Clothing,Gadget X,1.0,236.37,34.0,Debit Card,2.6,236.37,2025-06
ORD1540,2024-08-04,East,Home & Kitchen,Device Q,11.0,192.905,25.0,Upi,3.1,2121.96,2024-08
ORD1740,2024-01-13,Central,Books,Item N,10.0,424.6474999999999,44.0,Credit Card,2.2,4246.47,2024-01
ORD2564,2024-10-17,North,Books,Device Q,6.0,294.61,18.0,Upi,4.6,1767.66,2024-10
ORD1396,2024-10-05,West,Books,Gadget X,7.0,424.6474999999999,35.0,Debit Card,3.0,2972.53,2024-10
ORD2520,2024-06-23,North,Books,Device Q,14.0,159.35,23.0,Cash,1.7,2230.9,2024-06
ORD2058,2025-06-21,West,Clothing,Gadget X,5.0,210.97,24.0,Cash,3.8,1054.85,2025-06
ORD2256,2024-04-29,West,Books,Widget A,1.0,225.1,24.0,Credit Card,2.1,225.1,2024-04
ORD2792,2025-04-11,West,Toys,Gadget Y,4.0,210.34,57.0,Cash,2.4,841.36,2025-04
ORD1172,2024-05-03,East,Books,Accessory M,12.0,124.32,67.0,Debit Card,4.3,1491.84,2024-05
ORD2534,2024-10-13,North,Home & Kitchen,Gadget Y,14.0,204.3,64.0,Debit Card,1.1,2860.2,2024-10
ORD2659,2025-01-08,Central,Toys,Device Q,4.0,207.12,62.0,Upi,3.2,828.48,2025-01
ORD1514,2024-03-30,Central,Toys,Widget B,7.0,309.68,43.0,Cash,1.8,2167.76,2024-03
ORD2928,2024-09-29,Central,Sports,Accessory M,9.0,153.11,36.0,Debit Card,1.7,1377.99,2024-09
ORD1620,2025-02-06,North,Home & Kitchen,Gadget Y,6.0,164.96,59.0,Cash,3.2,989.76,2025-02
ORD2775,2025-06-20,Central,Sports,Item N,5.0,161.1,34.0,Net Banking,4.7,805.5,2025-06
ORD1051,2024-07-24,West,Sports,Accessory M,2.0,424.6474999999999,64.0,Net Banking,3.5,849.29,2024-07
ORD1036,2024-01-21,Central,Books,Accessory M,4.0,56.88,49.0,Credit Card,1.3,227.52,2024-01
ORD1779,2024-02-08,Central,Home & Kitchen,Item N,5.0,260.71,45.0,Debit Card,1.4,1303.55,2024-02
ORD2295,2025-06-10,South,Books,Gadget X,5.0,248.28,44.0,Net Banking,1.9,1241.4,2025-06
ORD1653,2025-01-20,East,Books,Gadget Y,3.0,210.12,39.0,Net Banking,3.0,630.36,2025-01
ORD1217,2024-06-11,West,Electronics,Widget A,2.0,149.86,27.0,Debit Card,4.4,299.72,2024-06
ORD1284,2025-05-20,South,Toys,Widget B,13.0,80.63,43.0,Net Banking,3.1,1048.19,2025-05
ORD2668,2024-06-15,Central,Toys,Accessory M,6.0,120.65,57.0,Cash,4.2,723.9,2024-06
ORD2753,2024-03-13,East,Toys,Accessory M,2.0,159.67,59.0,Cash,1.6,319.34,2024-03
ORD2277,2024-02-08,South,Sports,Widget A,14.0,190.62,66.0,Debit Card,3.7,2668.68,2024-02
ORD1830,2024-05-06,Central,Clothing,Gadget Y,8.0,197.09,60.0,Credit Card,2.7,1576.72,2024-05
ORD2332,2024-06-14,West,Home & Kitchen,Widget B,13.0,288.27,39.0,Net Banking,1.9,3747.51,2024-06
ORD1374,2025-05-13,South,Home & Kitchen,Item N,5.0,313.26,57.0,Debit Card,4.9,1566.3,2025-05
ORD1984,2025-01-12,Central,Books,Gizmo Z,11.0,208.84,53.0,Credit Card,3.0,2297.24,2025-01
ORD1410,2025-01-18,Central,Clothing,Gizmo Z,6.0,189.11,42.0,Debit Card,2.8,1134.66,2025-01
ORD2996,2024-08-18,Central,Toys,Widget B,7.0,201.08,24.0,Upi,1.0,1407.56,2024-08
ORD2850,2025-02-25,Central,Sports,Accessory M,7.0,110.38,43.0,Credit Card,4.7,772.66,2025-02
ORD2330,2024-12-31,North,Sports,Item N,1.0,172.29,38.0,Debit Card,4.7,172.29,2024-12
ORD1146,2025-05-24,South,Clothing,Item N,2.0,309.45,51.0,Net Banking,1.2,618.9,2025-05
ORD1613,2024-12-25,North,Clothing,Widget B,14.0,359.82,26.0,Credit Card,3.4,5037.48,2024-12
ORD2467,2024-04-30,West,Electronics,Gadget X,5.0,75.69,59.0,Debit Card,3.3,378.45,2024-04
ORD2275,2025-01-31,South,Clothing,Gadget Y,1.0,192.62,63.0,Upi,2.9,192.62,2025-01
ORD1360,2024-06-08,West,Electronics,Accessory M,2.0,254.19,30.0,Credit Card,4.7,508.38,2024-06
ORD2179,2024-08-13,South,Clothing,Accessory M,12.0,330.93,46.0,Debit Card,3.0,3971.16,2024-08
ORD2164,2024-03-29,South,Electronics,Item N,8.0,318.66,32.0,Net Banking,1.0,2549.28,2024-03
ORD2889,2024-08-15,West,Clothing,Widget A,6.0,238.79,29.0,Credit Card,2.8,1432.74,2024-08
ORD2828,2025-01-20,Central,Books,Gadget X,12.0,338.68,43.0,Cash,1.6,4064.16,2025-01
ORD1241,2025-03-28,East,Clothing,Item N,7.0,186.02,58.0,Cash,5.0,1302.14,2025-03
ORD1492,2024-08-14,West,Electronics,Gadget X,2.0,202.0,65.0,Credit Card,3.4,404.0,2024-08
ORD2432,2025-06-09,South,Sports,Widget B,3.0,388.33,45.0,Credit Card,2.4,1164.99,2025-06
ORD2293,2025-05-21,Central,Electronics,Gadget X,6.0,395.88,22.0,Upi,1.6,2375.28,2025-05
ORD2763,2024-06-12,East,Clothing,Gizmo Z,13.0,237.99,50.0,Net Banking,1.9,3093.87,2024-06
ORD2338,2025-01-26,North,Electronics,Gadget X,9.0,249.98,47.0,Cash,2.1,2249.82,2025-01
ORD2863,2024-01-10,South,Toys,Widget B,11.0,255.88,27.0,Net Banking,4.2,2814.68,2024-01
ORD2034,2024-04-17,North,Sports,Widget A,2.0,261.47,51.0,Upi,1.6,522.94,2024-04
ORD2912,2024-06-17,East,Home & Kitchen,Device Q,8.0,221.82,61.0,Debit Card,3.7,1774.56,2024-06
ORD2650,2025-03-30,West,Toys,Widget A,14.0,149.88,48.0,Net Banking,2.9,2098.32,2025-03
ORD2323,2024-12-09,South,Sports,Item N,2.0,200.19,22.0,Upi,2.3,400.38,2024-12
ORD2151,2024-02-23,East,Toys,Widget B,1.0,173.64,47.0,Debit Card,2.5,173.64,2024-02
ORD2442,2024-08-18,East,Books,Accessory M,2.0,231.97,68.0,Upi,3.0,463.94,2024-08
ORD1739,2024-06-20,East,Books,Item N,8.0,189.27,54.0,Debit Card,3.0,1514.16,2024-06
ORD2877,2025-05-19,Central,Clothing,Widget A,10.0,198.31,23.0,Upi,2.1,1983.1,2025-05
ORD1141,2024-08-20,South,Toys,Gadget Y,9.0,176.175,33.0,Upi,2.8,1585.58,2024-08
ORD1565,2024-03-12,South,Sports,Widget B,7.0,243.71,41.0,Upi,4.6,1705.97,2024-03
ORD1868,2024-10-11,West,Electronics,Widget B,9.0,199.52,47.0,Credit Card,1.0,1795.68,2024-10
ORD2885,2024-05-27,West,Clothing,Gadget Y,8.0,136.7,43.0,Cash,3.4,1093.6,2024-05
ORD1837,2024-10-23,North,Electronics,Gadget X,12.0,162.22,55.0,Upi,2.0,1946.64,2024-10
ORD2891,2025-02-02,West,Toys,Accessory M,4.0,264.31,23.0,Debit Card,3.7,1057.24,2025-02
ORD2715,2024-05-28,East,Sports,Accessory M,3.0,168.69,32.0,Debit Card,3.3,506.07,2024-05
ORD2599,2024-06-04,North,Clothing,Gadget Y,9.0,322.52,22.0,Upi,3.0,2902.68,2024-06
ORD2884,2024-01-17,West,Clothing,Gizmo Z,12.0,240.28,51.0,Cash,3.0,2883.36,2024-01
ORD2049,2024-03-21,East,Sports,Widget A,10.0,424.6474999999999,25.0,Credit Card,3.0,4246.47,2024-03
ORD2427,2024-01-21,North,Home & Kitchen,Gizmo Z,2.0,192.905,32.0,Credit Card,2.6,385.81,2024-01
ORD2844,2025-01-29,Central,Toys,Item N,12.0,176.175,38.0,Credit Card,4.1,2114.1,2025-01
ORD1572,2024-02-23,North,Clothing,Device Q,5.0,351.08,18.0,Debit Card,1.5,1755.4,2024-02
ORD2872,2025-03-24,East,Books,Widget A,1.0,191.79,49.0,Upi,1.3,191.79,2025-03
ORD1694,2024-11-10,Central,Clothing,Device Q,6.0,280.5,43.0,Upi,4.5,1683.0,2024-11
ORD2285,2025-06-22,Central,Electronics,Widget B,13.0,302.98,32.0,Upi,2.7,3938.74,2025-06
ORD1501,2025-02-18,North,Toys,Widget B,10.0,217.59,65.0,Upi,3.7,2175.9,2025-02
ORD1517,2025-06-23,North,Clothing,Item N,11.0,424.6474999999999,63.0,Debit Card,4.0,4671.12,2025-06
ORD2682,2025-01-15,Central,Books,Widget A,12.0,242.43,22.0,Upi,3.3,2909.16,2025-01
ORD1556,2025-04-01,North,Sports,Gadget Y,12.0,192.26,48.0,Cash,4.0,2307.12,2025-04
ORD1179,2025-05-25,North,Clothing,Accessory M,5.0,188.4,53.0,Debit Card,1.6,942.0,2025-05
ORD1438,2024-06-22,Central,Books,Item N,2.0,300.15,26.0,Upi,1.8,600.3,2024-06
ORD1488,2024-03-20,North,Home & Kitchen,Device Q,11.0,96.28,40.0,Upi,4.2,1059.08,2024-03
ORD2476,2024-11-29,South,Clothing,Gadget X,4.0,101.49,64.0,Upi,2.8,405.96,2024-11
ORD2992,2025-04-17,North,Electronics,Accessory M,14.0,182.375,22.0,Cash,3.2,2553.25,2025-04
ORD2118,2024-01-03,East,Toys,Gadget Y,1.0,149.48,23.0,Net Banking,3.0,149.48,2024-01
ORD1353,2025-03-17,North,Toys,Gadget X,4.0,424.6474999999999,37.0,Debit Card,1.2,1698.59,2025-03
ORD1299,2024-12-07,West,Books,Widget A,1.0,152.54,40.0,Cash,4.3,152.54,2024-12
ORD2713,2024-11-16,North,Home & Kitchen,Gadget X,12.0,141.74,43.0,Upi,1.3,1700.88,2024-11
